ID;code;lang;text
3B04B25D-CCC7-42C5-B947-C66B647A22B9;DE;DE;Deutschland
B4E71B83-48BD-458D-BAD4-1CC3244808E7;DE;RU;Германия
B4E71B83-48BD-458D-BAD4-1CC3244808E8;DE;EN;Germany
B4E71B83-48BD-458D-BAD4-1CC3244808E5;DE;FR;Allemande
